Burnup,k-eff,Enrichment,Gd,GD_Contents,BOC_CBC,EOC_BU
0,1.10396,1.5,0,4,941.7007863,4.88
0.5,1.09378,1.5,0,4,941.7007863,4.88
1,1.0922,1.5,0,4,941.7007863,4.88
1.5,1.08907,1.5,0,4,941.7007863,4.88
2,1.08473,1.5,0,4,941.7007863,4.88
2.5,1.07961,1.5,0,4,941.7007863,4.88
3,1.07401,1.5,0,4,941.7007863,4.88
3.5,1.06815,1.5,0,4,941.7007863,4.88
4,1.06215,1.5,0,4,941.7007863,4.88
4.5,1.05609,1.5,0,4,941.7007863,4.88
5,1.05005,1.5,0,4,941.7007863,4.88
5.5,1.04407,1.5,0,4,941.7007863,4.88
6,1.03815,1.5,0,4,941.7007863,4.88
6.5,1.03233,1.5,0,4,941.7007863,4.88
7,1.02661,1.5,0,4,941.7007863,4.88
7.5,1.02099,1.5,0,4,941.7007863,4.88
8,1.01547,1.5,0,4,941.7007863,4.88
8.5,1.01006,1.5,0,4,941.7007863,4.88
9,1.00475,1.5,0,4,941.7007863,4.88
9.5,0.99954,1.5,0,4,941.7007863,4.88
10,0.99443,1.5,0,4,941.7007863,4.88
10.5,0.98942,1.5,0,4,941.7007863,4.88
11,0.9845,1.5,0,4,941.7007863,4.88
11.5,0.97967,1.5,0,4,941.7007863,4.88
12,0.97492,1.5,0,4,941.7007863,4.88
12.5,0.97026,1.5,0,4,941.7007863,4.88
13,0.96568,1.5,0,4,941.7007863,4.88
13.5,0.96118,1.5,0,4,941.7007863,4.88
14,0.95676,1.5,0,4,941.7007863,4.88
14.5,0.95241,1.5,0,4,941.7007863,4.88
15,0.94814,1.5,0,4,941.7007863,4.88
17.5,0.92841,1.5,0,4,941.7007863,4.88
20,0.90994,1.5,0,4,941.7007863,4.88
22.5,0.89308,1.5,0,4,941.7007863,4.88
25,0.87777,1.5,0,4,941.7007863,4.88
27.5,0.86395,1.5,0,4,941.7007863,4.88
30,0.85154,1.5,0,4,941.7007863,4.88
32.5,0.84042,1.5,0,4,941.7007863,4.88
35,0.83048,1.5,0,4,941.7007863,4.88
37.5,0.82161,1.5,0,4,941.7007863,4.88
40,0.81369,1.5,0,4,941.7007863,4.88
42.5,0.8066,1.5,0,4,941.7007863,4.88
45,0.80024,1.5,0,4,941.7007863,4.88
47.5,0.79451,1.5,0,4,941.7007863,4.88
50,0.78933,1.5,0,4,941.7007863,4.88
52.5,0.78462,1.5,0,4,941.7007863,4.88
55,0.78031,1.5,0,4,941.7007863,4.88
57.5,0.77634,1.5,0,4,941.7007863,4.88
60,0.77268,1.5,0,4,941.7007863,4.88
0,1.02853,1.5,4,4,277.3861725,4.922
0.5,1.02555,1.5,4,4,277.3861725,4.922
1,1.03222,1.5,4,4,277.3861725,4.922
1.5,1.0385,1.5,4,4,277.3861725,4.922
2,1.04508,1.5,4,4,277.3861725,4.922
2.5,1.05261,1.5,4,4,277.3861725,4.922
3,1.06084,1.5,4,4,277.3861725,4.922
3.5,1.0653,1.5,4,4,277.3861725,4.922
4,1.06223,1.5,4,4,277.3861725,4.922
4.5,1.05645,1.5,4,4,277.3861725,4.922
5,1.05059,1.5,4,4,277.3861725,4.922
5.5,1.04477,1.5,4,4,277.3861725,4.922
6,1.0389,1.5,4,4,277.3861725,4.922
6.5,1.03308,1.5,4,4,277.3861725,4.922
7,1.02734,1.5,4,4,277.3861725,4.922
7.5,1.02171,1.5,4,4,277.3861725,4.922
8,1.01617,1.5,4,4,277.3861725,4.922
8.5,1.01075,1.5,4,4,277.3861725,4.922
9,1.00543,1.5,4,4,277.3861725,4.922
9.5,1.00021,1.5,4,4,277.3861725,4.922
10,0.99508,1.5,4,4,277.3861725,4.922
10.5,0.99005,1.5,4,4,277.3861725,4.922
11,0.98512,1.5,4,4,277.3861725,4.922
11.5,0.98027,1.5,4,4,277.3861725,4.922
12,0.97551,1.5,4,4,277.3861725,4.922
12.5,0.97084,1.5,4,4,277.3861725,4.922
13,0.96624,1.5,4,4,277.3861725,4.922
13.5,0.96172,1.5,4,4,277.3861725,4.922
14,0.95729,1.5,4,4,277.3861725,4.922
14.5,0.95292,1.5,4,4,277.3861725,4.922
15,0.94863,1.5,4,4,277.3861725,4.922
17.5,0.92881,1.5,4,4,277.3861725,4.922
20,0.91024,1.5,4,4,277.3861725,4.922
22.5,0.89327,1.5,4,4,277.3861725,4.922
25,0.87784,1.5,4,4,277.3861725,4.922
27.5,0.86391,1.5,4,4,277.3861725,4.922
30,0.85138,1.5,4,4,277.3861725,4.922
32.5,0.84016,1.5,4,4,277.3861725,4.922
35,0.83012,1.5,4,4,277.3861725,4.922
37.5,0.82116,1.5,4,4,277.3861725,4.922
40,0.81316,1.5,4,4,277.3861725,4.922
42.5,0.806,1.5,4,4,277.3861725,4.922
45,0.79959,1.5,4,4,277.3861725,4.922
47.5,0.79381,1.5,4,4,277.3861725,4.922
50,0.78858,1.5,4,4,277.3861725,4.922
52.5,0.78384,1.5,4,4,277.3861725,4.922
55,0.7795,1.5,4,4,277.3861725,4.922
57.5,0.77551,1.5,4,4,277.3861725,4.922
60,0.77183,1.5,4,4,277.3861725,4.922
0,0.96835,1.5,8,4,-326.8446326,4.9071
0.5,0.96972,1.5,8,4,-326.8446326,4.9071
1,0.98135,1.5,8,4,-326.8446326,4.9071
1.5,0.99348,1.5,8,4,-326.8446326,4.9071
2,1.0072,1.5,8,4,-326.8446326,4.9071
2.5,1.02384,1.5,8,4,-326.8446326,4.9071
3,1.04412,1.5,8,4,-326.8446326,4.9071
3.5,1.06078,1.5,8,4,-326.8446326,4.9071
4,1.06246,1.5,8,4,-326.8446326,4.9071
4.5,1.05693,1.5,8,4,-326.8446326,4.9071
5,1.05116,1.5,8,4,-326.8446326,4.9071
5.5,1.04548,1.5,8,4,-326.8446326,4.9071
6,1.03968,1.5,8,4,-326.8446326,4.9071
6.5,1.03385,1.5,8,4,-326.8446326,4.9071
7,1.02809,1.5,8,4,-326.8446326,4.9071
7.5,1.02243,1.5,8,4,-326.8446326,4.9071
8,1.01688,1.5,8,4,-326.8446326,4.9071
8.5,1.01144,1.5,8,4,-326.8446326,4.9071
9,1.0061,1.5,8,4,-326.8446326,4.9071
9.5,1.00087,1.5,8,4,-326.8446326,4.9071
10,0.99573,1.5,8,4,-326.8446326,4.9071
10.5,0.99068,1.5,8,4,-326.8446326,4.9071
11,0.98573,1.5,8,4,-326.8446326,4.9071
11.5,0.98086,1.5,8,4,-326.8446326,4.9071
12,0.97609,1.5,8,4,-326.8446326,4.9071
12.5,0.97139,1.5,8,4,-326.8446326,4.9071
13,0.96678,1.5,8,4,-326.8446326,4.9071
13.5,0.96224,1.5,8,4,-326.8446326,4.9071
14,0.95778,1.5,8,4,-326.8446326,4.9071
14.5,0.9534,1.5,8,4,-326.8446326,4.9071
15,0.94909,1.5,8,4,-326.8446326,4.9071
17.5,0.92916,1.5,8,4,-326.8446326,4.9071
20,0.91049,1.5,8,4,-326.8446326,4.9071
22.5,0.8934,1.5,8,4,-326.8446326,4.9071
25,0.87786,1.5,8,4,-326.8446326,4.9071
27.5,0.8638,1.5,8,4,-326.8446326,4.9071
30,0.85116,1.5,8,4,-326.8446326,4.9071
32.5,0.83983,1.5,8,4,-326.8446326,4.9071
35,0.8297,1.5,8,4,-326.8446326,4.9071
37.5,0.82065,1.5,8,4,-326.8446326,4.9071
40,0.81257,1.5,8,4,-326.8446326,4.9071
42.5,0.80535,1.5,8,4,-326.8446326,4.9071
45,0.79887,1.5,8,4,-326.8446326,4.9071
47.5,0.79304,1.5,8,4,-326.8446326,4.9071
50,0.78778,1.5,8,4,-326.8446326,4.9071
52.5,0.783,1.5,8,4,-326.8446326,4.9071
55,0.77863,1.5,8,4,-326.8446326,4.9071
57.5,0.77462,1.5,8,4,-326.8446326,4.9071
60,0.77092,1.5,8,4,-326.8446326,4.9071
0,0.89732,1.5,12,4,-1144.296349,5.005
0.5,0.90714,1.5,12,4,-1144.296349,5.005
1,0.9286,1.5,12,4,-1144.296349,5.005
1.5,0.9518,1.5,12,4,-1144.296349,5.005
2,0.97781,1.5,12,4,-1144.296349,5.005
2.5,1.00775,1.5,12,4,-1144.296349,5.005
3,1.03937,1.5,12,4,-1144.296349,5.005
3.5,1.05985,1.5,12,4,-1144.296349,5.005
4,1.06184,1.5,12,4,-1144.296349,5.005
4.5,1.05693,1.5,12,4,-1144.296349,5.005
5,1.05155,1.5,12,4,-1144.296349,5.005
5.5,1.04605,1.5,12,4,-1144.296349,5.005
6,1.04029,1.5,12,4,-1144.296349,5.005
6.5,1.03448,1.5,12,4,-1144.296349,5.005
7,1.02872,1.5,12,4,-1144.296349,5.005
7.5,1.02305,1.5,12,4,-1144.296349,5.005
8,1.0175,1.5,12,4,-1144.296349,5.005
8.5,1.01205,1.5,12,4,-1144.296349,5.005
9,1.0067,1.5,12,4,-1144.296349,5.005
9.5,1.00145,1.5,12,4,-1144.296349,5.005
10,0.99631,1.5,12,4,-1144.296349,5.005
10.5,0.99125,1.5,12,4,-1144.296349,5.005
11,0.98629,1.5,12,4,-1144.296349,5.005
11.5,0.98142,1.5,12,4,-1144.296349,5.005
12,0.97664,1.5,12,4,-1144.296349,5.005
12.5,0.97193,1.5,12,4,-1144.296349,5.005
13,0.96731,1.5,12,4,-1144.296349,5.005
13.5,0.96276,1.5,12,4,-1144.296349,5.005
14,0.9583,1.5,12,4,-1144.296349,5.005
14.5,0.9539,1.5,12,4,-1144.296349,5.005
15,0.94959,1.5,12,4,-1144.296349,5.005
17.5,0.92959,1.5,12,4,-1144.296349,5.005
20,0.91083,1.5,12,4,-1144.296349,5.005
22.5,0.89367,1.5,12,4,-1144.296349,5.005
25,0.87804,1.5,12,4,-1144.296349,5.005
27.5,0.86389,1.5,12,4,-1144.296349,5.005
30,0.85114,1.5,12,4,-1144.296349,5.005
32.5,0.83972,1.5,12,4,-1144.296349,5.005
35,0.82949,1.5,12,4,-1144.296349,5.005
37.5,0.82036,1.5,12,4,-1144.296349,5.005
40,0.8122,1.5,12,4,-1144.296349,5.005
42.5,0.8049,1.5,12,4,-1144.296349,5.005
45,0.79836,1.5,12,4,-1144.296349,5.005
47.5,0.79248,1.5,12,4,-1144.296349,5.005
50,0.78717,1.5,12,4,-1144.296349,5.005
52.5,0.78235,1.5,12,4,-1144.296349,5.005
55,0.77795,1.5,12,4,-1144.296349,5.005
57.5,0.77391,1.5,12,4,-1144.296349,5.005
60,0.77019,1.5,12,4,-1144.296349,5.005
0,0.84122,1.5,16,4,-1887.496731,5.042
0.5,0.85627,1.5,16,4,-1887.496731,5.042
1,0.88394,1.5,16,4,-1887.496731,5.042
1.5,0.91426,1.5,16,4,-1887.496731,5.042
2,0.94855,1.5,16,4,-1887.496731,5.042
2.5,0.98803,1.5,16,4,-1887.496731,5.042
3,1.02984,1.5,16,4,-1887.496731,5.042
3.5,1.05731,1.5,16,4,-1887.496731,5.042
4,1.06148,1.5,16,4,-1887.496731,5.042
4.5,1.05704,1.5,16,4,-1887.496731,5.042
5,1.05195,1.5,16,4,-1887.496731,5.042
5.5,1.04663,1.5,16,4,-1887.496731,5.042
6,1.04094,1.5,16,4,-1887.496731,5.042
6.5,1.03514,1.5,16,4,-1887.496731,5.042
7,1.02937,1.5,16,4,-1887.496731,5.042
7.5,1.0237,1.5,16,4,-1887.496731,5.042
8,1.01813,1.5,16,4,-1887.496731,5.042
8.5,1.01267,1.5,16,4,-1887.496731,5.042
9,1.00731,1.5,16,4,-1887.496731,5.042
9.5,1.00206,1.5,16,4,-1887.496731,5.042
10,0.99691,1.5,16,4,-1887.496731,5.042
10.5,0.99184,1.5,16,4,-1887.496731,5.042
11,0.98687,1.5,16,4,-1887.496731,5.042
11.5,0.98199,1.5,16,4,-1887.496731,5.042
12,0.97719,1.5,16,4,-1887.496731,5.042
12.5,0.97248,1.5,16,4,-1887.496731,5.042
13,0.96785,1.5,16,4,-1887.496731,5.042
13.5,0.96329,1.5,16,4,-1887.496731,5.042
14,0.95881,1.5,16,4,-1887.496731,5.042
14.5,0.9544,1.5,16,4,-1887.496731,5.042
15,0.95007,1.5,16,4,-1887.496731,5.042
17.5,0.93001,1.5,16,4,-1887.496731,5.042
20,0.91117,1.5,16,4,-1887.496731,5.042
22.5,0.89389,1.5,16,4,-1887.496731,5.042
25,0.87818,1.5,16,4,-1887.496731,5.042
27.5,0.86392,1.5,16,4,-1887.496731,5.042
30,0.85106,1.5,16,4,-1887.496731,5.042
32.5,0.83954,1.5,16,4,-1887.496731,5.042
35,0.82921,1.5,16,4,-1887.496731,5.042
37.5,0.81999,1.5,16,4,-1887.496731,5.042
40,0.81175,1.5,16,4,-1887.496731,5.042
42.5,0.80438,1.5,16,4,-1887.496731,5.042
45,0.79778,1.5,16,4,-1887.496731,5.042
47.5,0.79185,1.5,16,4,-1887.496731,5.042
50,0.78649,1.5,16,4,-1887.496731,5.042
52.5,0.78164,1.5,16,4,-1887.496731,5.042
55,0.7772,1.5,16,4,-1887.496731,5.042
57.5,0.77314,1.5,16,4,-1887.496731,5.042
60,0.7694,1.5,16,4,-1887.496731,5.042
0,0.78903,1.5,20,4,-2673.789336,5.091
0.5,0.8093,1.5,20,4,-2673.789336,5.091
1,0.84292,1.5,20,4,-2673.789336,5.091
1.5,0.88007,1.5,20,4,-2673.789336,5.091
2,0.92248,1.5,20,4,-2673.789336,5.091
2.5,0.97166,1.5,20,4,-2673.789336,5.091
3,1.02323,1.5,20,4,-2673.789336,5.091
3.5,1.05619,1.5,20,4,-2673.789336,5.091
4,1.06142,1.5,20,4,-2673.789336,5.091
4.5,1.05731,1.5,20,4,-2673.789336,5.091
5,1.05244,1.5,20,4,-2673.789336,5.091
5.5,1.04727,1.5,20,4,-2673.789336,5.091
6,1.04161,1.5,20,4,-2673.789336,5.091
6.5,1.03581,1.5,20,4,-2673.789336,5.091
7,1.03004,1.5,20,4,-2673.789336,5.091
7.5,1.02435,1.5,20,4,-2673.789336,5.091
8,1.01877,1.5,20,4,-2673.789336,5.091
8.5,1.0133,1.5,20,4,-2673.789336,5.091
9,1.00792,1.5,20,4,-2673.789336,5.091
9.5,1.00267,1.5,20,4,-2673.789336,5.091
10,0.99751,1.5,20,4,-2673.789336,5.091
10.5,0.99243,1.5,20,4,-2673.789336,5.091
11,0.98745,1.5,20,4,-2673.789336,5.091
11.5,0.98255,1.5,20,4,-2673.789336,5.091
12,0.97775,1.5,20,4,-2673.789336,5.091
12.5,0.97302,1.5,20,4,-2673.789336,5.091
13,0.96837,1.5,20,4,-2673.789336,5.091
13.5,0.9638,1.5,20,4,-2673.789336,5.091
14,0.95931,1.5,20,4,-2673.789336,5.091
14.5,0.95489,1.5,20,4,-2673.789336,5.091
15,0.95054,1.5,20,4,-2673.789336,5.091
17.5,0.9304,1.5,20,4,-2673.789336,5.091
20,0.91146,1.5,20,4,-2673.789336,5.091
22.5,0.89412,1.5,20,4,-2673.789336,5.091
25,0.87826,1.5,20,4,-2673.789336,5.091
27.5,0.86392,1.5,20,4,-2673.789336,5.091
30,0.85095,1.5,20,4,-2673.789336,5.091
32.5,0.83932,1.5,20,4,-2673.789336,5.091
35,0.8289,1.5,20,4,-2673.789336,5.091
37.5,0.81959,1.5,20,4,-2673.789336,5.091
40,0.81127,1.5,20,4,-2673.789336,5.091
42.5,0.80383,1.5,20,4,-2673.789336,5.091
45,0.79717,1.5,20,4,-2673.789336,5.091
47.5,0.79119,1.5,20,4,-2673.789336,5.091
50,0.78578,1.5,20,4,-2673.789336,5.091
52.5,0.7809,1.5,20,4,-2673.789336,5.091
55,0.77643,1.5,20,4,-2673.789336,5.091
57.5,0.77234,1.5,20,4,-2673.789336,5.091
60,0.76857,1.5,20,4,-2673.789336,5.091
0,0.74038,1.5,24,4,-3506.577703,5.138
0.5,0.76554,1.5,24,4,-3506.577703,5.138
1,0.80507,1.5,24,4,-3506.577703,5.138
1.5,0.84905,1.5,24,4,-3506.577703,5.138
2,0.89943,1.5,24,4,-3506.577703,5.138
2.5,0.95792,1.5,24,4,-3506.577703,5.138
3,1.01821,1.5,24,4,-3506.577703,5.138
3.5,1.0551,1.5,24,4,-3506.577703,5.138
4,1.06117,1.5,24,4,-3506.577703,5.138
4.5,1.05749,1.5,24,4,-3506.577703,5.138
5,1.05289,1.5,24,4,-3506.577703,5.138
5.5,1.04786,1.5,24,4,-3506.577703,5.138
6,1.04224,1.5,24,4,-3506.577703,5.138
6.5,1.03644,1.5,24,4,-3506.577703,5.138
7,1.03066,1.5,24,4,-3506.577703,5.138
7.5,1.02496,1.5,24,4,-3506.577703,5.138
8,1.01937,1.5,24,4,-3506.577703,5.138
8.5,1.01389,1.5,24,4,-3506.577703,5.138
9,1.0085,1.5,24,4,-3506.577703,5.138
9.5,1.00324,1.5,24,4,-3506.577703,5.138
10,0.99807,1.5,24,4,-3506.577703,5.138
10.5,0.99299,1.5,24,4,-3506.577703,5.138
11,0.988,1.5,24,4,-3506.577703,5.138
11.5,0.98309,1.5,24,4,-3506.577703,5.138
12,0.97827,1.5,24,4,-3506.577703,5.138
12.5,0.97354,1.5,24,4,-3506.577703,5.138
13,0.96888,1.5,24,4,-3506.577703,5.138
13.5,0.9643,1.5,24,4,-3506.577703,5.138
14,0.95979,1.5,24,4,-3506.577703,5.138
14.5,0.95536,1.5,24,4,-3506.577703,5.138
15,0.951,1.5,24,4,-3506.577703,5.138
17.5,0.93079,1.5,24,4,-3506.577703,5.138
20,0.91177,1.5,24,4,-3506.577703,5.138
22.5,0.89434,1.5,24,4,-3506.577703,5.138
25,0.87839,1.5,24,4,-3506.577703,5.138
27.5,0.86394,1.5,24,4,-3506.577703,5.138
30,0.85087,1.5,24,4,-3506.577703,5.138
32.5,0.83914,1.5,24,4,-3506.577703,5.138
35,0.82863,1.5,24,4,-3506.577703,5.138
37.5,0.81923,1.5,24,4,-3506.577703,5.138
40,0.81083,1.5,24,4,-3506.577703,5.138
42.5,0.80333,1.5,24,4,-3506.577703,5.138
45,0.7966,1.5,24,4,-3506.577703,5.138
47.5,0.79056,1.5,24,4,-3506.577703,5.138
50,0.78511,1.5,24,4,-3506.577703,5.138
52.5,0.78019,1.5,24,4,-3506.577703,5.138
55,0.77569,1.5,24,4,-3506.577703,5.138
57.5,0.77157,1.5,24,4,-3506.577703,5.138
60,0.76778,1.5,24,4,-3506.577703,5.138
0,1.18696,2,0,4,1575.116263,10.66
0.5,1.17401,2,0,4,1575.116263,10.66
1,1.16937,2,0,4,1575.116263,10.66
1.5,1.16436,2,0,4,1575.116263,10.66
2,1.15871,2,0,4,1575.116263,10.66
2.5,1.15261,2,0,4,1575.116263,10.66
3,1.14622,2,0,4,1575.116263,10.66
3.5,1.13967,2,0,4,1575.116263,10.66
4,1.13304,2,0,4,1575.116263,10.66
4.5,1.1264,2,0,4,1575.116263,10.66
5,1.11979,2,0,4,1575.116263,10.66
5.5,1.11325,2,0,4,1575.116263,10.66
6,1.10678,2,0,4,1575.116263,10.66
6.5,1.10041,2,0,4,1575.116263,10.66
7,1.09415,2,0,4,1575.116263,10.66
7.5,1.08799,2,0,4,1575.116263,10.66
8,1.08193,2,0,4,1575.116263,10.66
8.5,1.07599,2,0,4,1575.116263,10.66
9,1.07016,2,0,4,1575.116263,10.66
9.5,1.06443,2,0,4,1575.116263,10.66
10,1.05879,2,0,4,1575.116263,10.66
10.5,1.05325,2,0,4,1575.116263,10.66
11,1.04779,2,0,4,1575.116263,10.66
11.5,1.04242,2,0,4,1575.116263,10.66
12,1.03713,2,0,4,1575.116263,10.66
12.5,1.03192,2,0,4,1575.116263,10.66
13,1.02678,2,0,4,1575.116263,10.66
13.5,1.02171,2,0,4,1575.116263,10.66
14,1.01672,2,0,4,1575.116263,10.66
14.5,1.01179,2,0,4,1575.116263,10.66
15,1.00693,2,0,4,1575.116263,10.66
17.5,0.98401,2,0,4,1575.116263,10.66
20,0.96219,2,0,4,1575.116263,10.66
22.5,0.9417,2,0,4,1575.116263,10.66
25,0.92254,2,0,4,1575.116263,10.66
27.5,0.90472,2,0,4,1575.116263,10.66
30,0.88824,2,0,4,1575.116263,10.66
32.5,0.8731,2,0,4,1575.116263,10.66
35,0.85928,2,0,4,1575.116263,10.66
37.5,0.84672,2,0,4,1575.116263,10.66
40,0.83537,2,0,4,1575.116263,10.66
42.5,0.82515,2,0,4,1575.116263,10.66
45,0.81598,2,0,4,1575.116263,10.66
47.5,0.80775,2,0,4,1575.116263,10.66
50,0.80038,2,0,4,1575.116263,10.66
52.5,0.79377,2,0,4,1575.116263,10.66
55,0.78783,2,0,4,1575.116263,10.66
57.5,0.78248,2,0,4,1575.116263,10.66
60,0.77763,2,0,4,1575.116263,10.66
0,1.11737,2,4,4,1050.413023,10.604
0.5,1.10955,2,4,4,1050.413023,10.604
1,1.11049,2,4,4,1050.413023,10.604
1.5,1.11165,2,4,4,1050.413023,10.604
2,1.11287,2,4,4,1050.413023,10.604
2.5,1.11442,2,4,4,1050.413023,10.604
3,1.11651,2,4,4,1050.413023,10.604
3.5,1.11919,2,4,4,1050.413023,10.604
4,1.12132,2,4,4,1050.413023,10.604
4.5,1.12088,2,4,4,1050.413023,10.604
5,1.11723,2,4,4,1050.413023,10.604
5.5,1.11169,2,4,4,1050.413023,10.604
6,1.10569,2,4,4,1050.413023,10.604
6.5,1.09956,2,4,4,1050.413023,10.604
7,1.09341,2,4,4,1050.413023,10.604
7.5,1.0873,2,4,4,1050.413023,10.604
8,1.08126,2,4,4,1050.413023,10.604
8.5,1.07533,2,4,4,1050.413023,10.604
9,1.06951,2,4,4,1050.413023,10.604
9.5,1.06379,2,4,4,1050.413023,10.604
10,1.05816,2,4,4,1050.413023,10.604
10.5,1.05263,2,4,4,1050.413023,10.604
11,1.04718,2,4,4,1050.413023,10.604
11.5,1.04182,2,4,4,1050.413023,10.604
12,1.03654,2,4,4,1050.413023,10.604
12.5,1.03133,2,4,4,1050.413023,10.604
13,1.0262,2,4,4,1050.413023,10.604
13.5,1.02114,2,4,4,1050.413023,10.604
14,1.01615,2,4,4,1050.413023,10.604
14.5,1.01122,2,4,4,1050.413023,10.604
15,1.00637,2,4,4,1050.413023,10.604
17.5,0.98347,2,4,4,1050.413023,10.604
20,0.96165,2,4,4,1050.413023,10.604
22.5,0.94117,2,4,4,1050.413023,10.604
25,0.922,2,4,4,1050.413023,10.604
27.5,0.90416,2,4,4,1050.413023,10.604
30,0.88766,2,4,4,1050.413023,10.604
32.5,0.87249,2,4,4,1050.413023,10.604
35,0.85864,2,4,4,1050.413023,10.604
37.5,0.84605,2,4,4,1050.413023,10.604
40,0.83467,2,4,4,1050.413023,10.604
42.5,0.82443,2,4,4,1050.413023,10.604
45,0.81523,2,4,4,1050.413023,10.604
47.5,0.80698,2,4,4,1050.413023,10.604
50,0.79959,2,4,4,1050.413023,10.604
52.5,0.79296,2,4,4,1050.413023,10.604
55,0.787,2,4,4,1050.413023,10.604
57.5,0.78163,2,4,4,1050.413023,10.604
60,0.77678,2,4,4,1050.413023,10.604
0,1.05911,2,8,4,558.1101113,10.54
0.5,1.05466,2,8,4,558.1101113,10.54
1,1.05929,2,8,4,558.1101113,10.54
1.5,1.06465,2,8,4,558.1101113,10.54
2,1.07066,2,8,4,558.1101113,10.54
2.5,1.07791,2,8,4,558.1101113,10.54
3,1.08681,2,8,4,558.1101113,10.54
3.5,1.09777,2,8,4,558.1101113,10.54
4,1.10886,2,8,4,558.1101113,10.54
4.5,1.11546,2,8,4,558.1101113,10.54
5,1.11497,2,8,4,558.1101113,10.54
5.5,1.11023,2,8,4,558.1101113,10.54
6,1.10458,2,8,4,558.1101113,10.54
6.5,1.09868,2,8,4,558.1101113,10.54
7,1.09262,2,8,4,558.1101113,10.54
7.5,1.08654,2,8,4,558.1101113,10.54
8,1.08052,2,8,4,558.1101113,10.54
8.5,1.0746,2,8,4,558.1101113,10.54
9,1.06879,2,8,4,558.1101113,10.54
9.5,1.06307,2,8,4,558.1101113,10.54
10,1.05745,2,8,4,558.1101113,10.54
10.5,1.05193,2,8,4,558.1101113,10.54
11,1.04649,2,8,4,558.1101113,10.54
11.5,1.04114,2,8,4,558.1101113,10.54
12,1.03586,2,8,4,558.1101113,10.54
12.5,1.03066,2,8,4,558.1101113,10.54
13,1.02554,2,8,4,558.1101113,10.54
13.5,1.02048,2,8,4,558.1101113,10.54
14,1.0155,2,8,4,558.1101113,10.54
14.5,1.01058,2,8,4,558.1101113,10.54
15,1.00573,2,8,4,558.1101113,10.54
17.5,0.98285,2,8,4,558.1101113,10.54
20,0.96105,2,8,4,558.1101113,10.54
22.5,0.94055,2,8,4,558.1101113,10.54
25,0.92138,2,8,4,558.1101113,10.54
27.5,0.90353,2,8,4,558.1101113,10.54
30,0.88701,2,8,4,558.1101113,10.54
32.5,0.87182,2,8,4,558.1101113,10.54
35,0.85794,2,8,4,558.1101113,10.54
37.5,0.84533,2,8,4,558.1101113,10.54
40,0.83392,2,8,4,558.1101113,10.54
42.5,0.82365,2,8,4,558.1101113,10.54
45,0.81442,2,8,4,558.1101113,10.54
47.5,0.80615,2,8,4,558.1101113,10.54
50,0.79874,2,8,4,558.1101113,10.54
52.5,0.7921,2,8,4,558.1101113,10.54
55,0.78612,2,8,4,558.1101113,10.54
57.5,0.78074,2,8,4,558.1101113,10.54
60,0.77587,2,8,4,558.1101113,10.54
0,0.9936,2,12,4,-64.41223833,10.489
0.5,0.99507,2,12,4,-64.41223833,10.489
1,1.00632,2,12,4,-64.41223833,10.489
1.5,1.01875,2,12,4,-64.41223833,10.489
2,1.03246,2,12,4,-64.41223833,10.489
2.5,1.04785,2,12,4,-64.41223833,10.489
3,1.06519,2,12,4,-64.41223833,10.489
3.5,1.08417,2,12,4,-64.41223833,10.489
4,1.10103,2,12,4,-64.41223833,10.489
4.5,1.11072,2,12,4,-64.41223833,10.489
5,1.11211,2,12,4,-64.41223833,10.489
5.5,1.10862,2,12,4,-64.41223833,10.489
6,1.10348,2,12,4,-64.41223833,10.489
6.5,1.09783,2,12,4,-64.41223833,10.489
7,1.09191,2,12,4,-64.41223833,10.489
7.5,1.0859,2,12,4,-64.41223833,10.489
8,1.07992,2,12,4,-64.41223833,10.489
8.5,1.07401,2,12,4,-64.41223833,10.489
9,1.06821,2,12,4,-64.41223833,10.489
9.5,1.0625,2,12,4,-64.41223833,10.489
10,1.05689,2,12,4,-64.41223833,10.489
10.5,1.05138,2,12,4,-64.41223833,10.489
11,1.04595,2,12,4,-64.41223833,10.489
11.5,1.04061,2,12,4,-64.41223833,10.489
12,1.03534,2,12,4,-64.41223833,10.489
12.5,1.03015,2,12,4,-64.41223833,10.489
13,1.02503,2,12,4,-64.41223833,10.489
13.5,1.01998,2,12,4,-64.41223833,10.489
14,1.015,2,12,4,-64.41223833,10.489
14.5,1.01009,2,12,4,-64.41223833,10.489
15,1.00524,2,12,4,-64.41223833,10.489
17.5,0.98238,2,12,4,-64.41223833,10.489
20,0.96059,2,12,4,-64.41223833,10.489
22.5,0.94009,2,12,4,-64.41223833,10.489
25,0.92092,2,12,4,-64.41223833,10.489
27.5,0.90306,2,12,4,-64.41223833,10.489
30,0.88653,2,12,4,-64.41223833,10.489
32.5,0.87131,2,12,4,-64.41223833,10.489
35,0.85741,2,12,4,-64.41223833,10.489
37.5,0.84477,2,12,4,-64.41223833,10.489
40,0.83334,2,12,4,-64.41223833,10.489
42.5,0.82304,2,12,4,-64.41223833,10.489
45,0.81379,2,12,4,-64.41223833,10.489
47.5,0.80549,2,12,4,-64.41223833,10.489
50,0.79806,2,12,4,-64.41223833,10.489
52.5,0.79139,2,12,4,-64.41223833,10.489
55,0.7854,2,12,4,-64.41223833,10.489
57.5,0.78,2,12,4,-64.41223833,10.489
60,0.77513,2,12,4,-64.41223833,10.489
